session_id,user_id,started_at_iso,ended_at_iso,device_w,device_h,dpr,tasks_completed,total_events
s_mhwgqhk7,u_mhwgqhk7_d6kt,2025-11-12T20:38:57.130Z,2025-11-12T20:40:24.217Z,1590,742,1.2000000476837158,5,1300
s_mhwgqhk7,u_mhwgqhk7_d6kt,2025-11-12T20:38:57.130Z,2025-11-12T20:40:24.224Z,1590,742,1.2000000476837158,5,1300
